Country Name,Country Code,Indicator Name,Indicator Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Least developed countries: UN classification,LDC,Forest area (% of land area),AG.LND.FRST.ZS,30.5553979879,30.4018396406,30.2482807969,30.0947224497,29.9514558889,29.7978447559,29.6442326298,29.4906214968,29.3370093707,29.1833982377,29.0292821176,28.8970406164,28.7647991152,28.6325576139,28.5028677882,28.3706989753,28.242409532,28.1142052534,27.9863629353,27.858241772,27.7291836551,27.2509716593,27.1287202262,27.0063670136,26.8839257437,26.7614844739
Low income,LIC,Forest area (% of land area),AG.LND.FRST.ZS,29.8019808172,29.6354688539,29.4689849951,29.3024870841,29.135989173,28.969491262,28.802993351,28.6364954399,28.4699975289,28.3034996179,28.1363097953,27.9801370916,27.823964388,27.6681610348,27.5120249065,27.3558498986,27.1941642449,27.0325749196,26.871004701,26.7094344825,26.5465586484,26.4096189233,26.2731547834,26.1366814622,26.0023620409,25.8658866924
Liechtenstein,LIE,Forest area (% of land area),AG.LND.FRST.ZS,40.625,40.875,41.125,41.375,41.625,41.875,42.125,42.375,42.625,42.875,43.125,43.125,43.125,43.125,43.125,43.125,43.125,43.125,43.125,43.125,43.125,43.125,43.125,43.125,43.125,43.125
Sri Lanka,LKA,Forest area (% of land area),AG.LND.FRST.ZS,36.4216233456,36.2749162813,36.128209217,35.9815021528,35.8347950885,35.6880880242,35.54138096,35.3946738957,35.2479668314,35.1012597672,34.9545527029,34.7185456865,34.4825386701,34.2465316536,34.0105246372,33.7745176208,33.7266783607,33.6788391006,33.6309998405,33.5831605804,33.5353213204,33.4300749482,33.324828576,33.2195822038,33.1143358316,33.0090894594
Lower middle income,LMC,Forest area (% of land area),AG.LND.FRST.ZS,29.7848642207,29.6055929031,29.4283859935,29.2490580739,29.0789614042,28.8996968716,28.7204182674,28.5411534913,28.3618876472,28.1826229992,28.0216778189,27.9571858336,27.8934274523,27.8295897849,27.767389079,27.7029394595,27.6225691913,27.5422869382,27.462303027,27.3820578671,27.3018987798,26.8766376845,26.7758736933,26.6750122696,26.5741378942,26.4732199681
Low & middle income,LMY,Forest area (% of land area),AG.LND.FRST.ZS,33.5922487172,33.5063434443,33.4204770372,33.3357301822,33.2538866196,33.1688660763,33.082907534,32.9965570668,32.9197347019,32.8311701107,32.7526325486,32.7027258826,32.6534762322,32.6034496333,32.5537650648,32.5035265037,32.4669883366,32.4293192017,32.3919335122,32.3550481813,32.317024432,32.1937075735,32.1488565368,32.1045535124,32.0599329613,32.0148381589
Lesotho,LSO,Forest area (% of land area),AG.LND.FRST.ZS,1.3175230567,1.3241106719,1.3306982872,1.3372859025,1.3438735178,1.3504611331,1.3570487484,1.3636363636,1.3702239789,1.3768115942,1.3833992095,1.3899868248,1.3965744401,1.4031620553,1.4097496706,1.4163372859,1.4229249012,1.4295125165,1.4361001318,1.442687747,1.4492753623,1.4822134387,1.5151515152,1.5480895916,1.581027668,1.6139657444
Late-demographic dividend,LTE,Forest area (% of land area),AG.LND.FRST.ZS,38.7704320578,38.7614161035,38.7544431507,38.7496941183,38.7459230544,38.7405679177,38.7329597614,38.7244048373,38.7142113848,38.7003298411,38.7111591094,38.7092846729,38.7065325022,38.7042231384,38.7012306506,38.6984747778,38.7430956838,38.7847750669,38.8269645783,38.8682986323,38.9096800852,38.9300934869,38.9506809261,38.9710921663,38.9915204639,39.0119627676
Lithuania,LTU,Forest area (% of land area),AG.LND.FRST.ZS,31.0306317805,31.0306317805,31.2699425654,31.3895979579,31.5092533504,31.6289087428,31.7485641353,31.8682195278,31.9878749202,32.1075303127,32.2271857052,32.5494575622,32.8717294193,33.1940012763,33.5162731334,33.8385449904,33.9948947033,34.1512444161,34.310331073,34.4666932589,34.6230554448,34.655519035,34.6874301943,34.7187873953,34.7645650439,34.7987102129
Luxembourg,LUX,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,33.4749034749,33.4749034749,33.4749034749,33.4749034749,33.4749034749,33.4749034749,33.4749034749,33.4749034749,33.4749034749,33.4749034749,33.4749034749,33.4749034749,33.4749034749,33.4749034749,33.4749034749,33.4749034749
Latvia,LVA,Forest area (% of land area),AG.LND.FRST.ZS,51.0161425172,51.0161425172,51.2348060969,51.3441378867,51.4534696765,51.5628014663,51.6721332562,51.781465046,51.8907968358,52.0001286256,52.1094604155,52.2895363046,52.4696121937,52.6496880828,52.829763972,53.0098398611,53.1931313911,53.3764229211,53.5597144511,53.7568349952,53.8881748072,53.9292604502,53.9530395626,53.9507959479,53.9659054358,53.9723383725
"Macao SAR, China",MAC,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),MAF,Forest area (% of land area),AG.LND.FRST.ZS,18.3823529412,18.3823529412,18.3823529412,18.3823529412,18.3823529412,18.3823529412,18.3823529412,18.3823529412,18.3823529412,18.3823529412,18.3823529412,18.3823529412,18.3823529412,18.3823529412,18.3823529412,18.3823529412,18.3823529412,18.3823529412,18.3823529412,18.3823529412,18.3823529412,18.3823529412,18.3823529412,18.3823529412,18.3823529412,18.3823529412
Morocco,MAR,Forest area (% of land area),AG.LND.FRST.ZS,11.1001568452,11.1088953619,11.1176338786,11.1263723952,11.1351109119,11.1438494286,11.1525879453,11.161326462,11.1700649787,11.1788034954,11.1875420121,11.3703786691,11.553215326,11.736051983,11.9188886399,12.1017252969,12.2231682725,12.344611248,12.4660542236,12.5874971992,12.7089401748,12.6910150123,12.6730898499,12.6551646874,12.637239525,12.6193143625
Monaco,MCO,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Forest area (% of land area),AG.LND.FRST.ZS,9.7048980834,9.7048980834,9.7353209614,9.7268588771,9.7449908925,9.7631339204,9.7783176435,9.7964763062,9.8146460043,9.8328267477,9.8540145985,10.0912408759,10.3284671533,10.5689078187,10.802919708,11.0367892977,11.1766494375,11.3165095774,11.4563697172,11.5962298571,11.7503805175,11.8904109589,12.02678028,12.1593673966,12.3030118649,12.4429571037
Madagascar,MDG,Forest area (% of land area),AG.LND.FRST.ZS,23.5443821577,23.4293427795,23.3143034013,23.1992640231,23.0842246449,22.9691852667,22.8541458885,22.7391065103,22.6240671321,22.5090277539,22.3939883757,22.3303642054,22.2667400351,22.2031158648,22.1394916945,22.0758675242,21.9778519104,21.8798362967,21.781820683,21.6838050693,21.5857894556,21.5488273361,21.5213262403,21.4936404263,21.4661395669,21.4386387075
Maldives,MDV,Forest area (% of land area),AG.LND.FRST.ZS,3.3333333333,3.3333333333,3.3333333333,3.3333333333,3.3333333333,3.3333333333,3.3333333333,3.3333333333,3.3333333333,3.3333333333,3.3333333333,3.3333333333,3.3333333333,3.3333333333,3.3333333333,3.3333333333,3.3333333333,3.3333333333,3.3333333333,3.3333333333,3.3333333333,3.3333333333,3.3333333333,3.3333333333,3.3333333333,3.3333333333
Middle East & North Africa,MEA,Forest area (% of land area),AG.LND.FRST.ZS,1.773253574,1.7783350728,1.7834142878,1.7884957776,1.7935781572,1.798659647,1.8037420265,1.8088235163,1.8139058959,1.8189882755,1.8240697653,1.8572351392,1.8904005132,1.9235958055,1.9567634518,1.9899276159,2.003556458,2.0171932238,2.0308308583,2.0449278806,2.0585727124,2.0597955168,2.0610195769,2.0622432969,2.0634677233,2.0646914432
Mexico,MEX,Forest area (% of land area),AG.LND.FRST.ZS,35.8856966486,35.7877517426,35.6898068366,35.5918619306,35.4939170246,35.3959721186,35.2980272126,35.2000823066,35.1021374007,35.0041924947,34.9062475887,34.8267187942,34.7471899997,34.6676612053,34.5881324108,34.5086036163,34.4484168832,34.38823015,34.3280434168,34.2678566836,34.2076699504,34.1605493968,34.1134288433,34.0663082898,34.0191877363,33.9720671828
Marshall Islands,MHL,Forest area (% of land area),AG.LND.FRST.ZS,,70.2222222222,70.2222222222,70.2222222222,70.2222222222,70.2222222222,70.2222222222,70.2222222222,70.2222222222,70.2222222222,70.2222222222,70.2222222222,70.2222222222,70.2222222222,70.2222222222,70.2222222222,70.2222222222,70.2222222222,70.2222222222,70.2222222222,70.2222222222,70.2222222222,70.2222222222,70.2222222222,70.2222222222,70.2222222222
Middle income,MIC,Forest area (% of land area),AG.LND.FRST.ZS,34.2867229176,34.2155778167,34.1444805402,34.0747474495,34.0085292217,33.938469785,33.8672754314,33.7956062626,33.7354904453,33.6611401722,33.5991100281,33.5686987418,33.5390864989,33.5084487557,33.478301026,33.4474881297,33.4339471359,33.4190075265,33.4044096788,33.390423568,33.3753487447,33.2545413779,33.2265023269,33.1991363678,33.1708787432,33.1425429992
"Macedonia, FYR",MKD,Forest area (% of land area),AG.LND.FRST.ZS,35.8631537554,35.8631537554,36.2249311836,36.4058198978,36.5867086119,36.767597326,36.9484860401,37.1293747542,37.3102634683,37.4911521825,37.6720408966,37.8057412505,37.9394416044,38.0731419583,38.2068423122,38.3405426661,38.5214313803,39.0091161316,39.1914387634,39.3893735131,39.5717684377,39.5717684377,39.5717684377,39.5717684377,39.5717684377,39.5717684377
Mali,MLI,Forest area (% of land area),AG.LND.FRST.ZS,5.4827526861,5.4180086708,5.3532646555,5.2885206402,5.223776625,5.1590326097,5.0942885944,5.0295445791,4.9648005638,4.9000565486,4.8353125333,4.770568518,4.7058245027,4.6410804875,4.5763364722,4.5115924569,4.4468484416,4.3821044264,4.3173604111,4.2526163958,4.1878723805,4.1231283653,4.05838435,3.9936403347,3.9288963194,3.8641523041
Malta,MLT,Forest area (% of land area),AG.LND.FRST.ZS,1.09375,1.09375,1.09375,1.09375,1.09375,1.09375,1.09375,1.09375,1.09375,1.09375,1.09375,1.09375,1.09375,1.09375,1.09375,1.09375,1.09375,1.09375,1.09375,1.09375,1.09375,1.09375,1.09375,1.09375,1.09375,1.09375
Myanmar,MMR,Forest area (% of land area),AG.LND.FRST.ZS,60.0085687181,59.3429629403,58.6773571625,58.0117513848,57.346145607,56.6805398292,56.0149340515,55.3493282737,54.6837224959,54.0181167182,53.3525109404,52.8790892677,52.4056675949,51.9322459222,51.4682746166,50.9994490021,50.5170857117,50.0394785163,49.5816687331,49.1085259452,48.6376021798,47.7989866675,46.9726709025,46.1410546947,45.3044037484,44.4677528021
Middle East & North Africa (excluding high income),MNA,Forest area (% of land area),AG.LND.FRST.ZS,2.1482379563,2.1538326273,2.1594272982,2.1650219691,2.1706166401,2.176211311,2.181805982,2.1874006529,2.1929953239,2.1985899948,2.2041846658,2.2471951448,2.2902067807,2.3332673897,2.3762854694,2.4192969933,2.4368974721,2.4545119045,2.4721291562,2.4904695942,2.5080948656,2.5093076489,2.5105204322,2.5117332154,2.5129459987,2.514158782
Montenegro,MNE,Forest area (% of land area),AG.LND.FRST.ZS,46.5427509294,46.5427509294,46.5427509294,46.5427509294,46.5427509294,46.5427509294,46.5427509294,46.5427509294,46.5427509294,46.5427509294,46.5427509294,46.5427509294,46.5427509294,46.5427509294,46.5427509294,46.5427509294,49.531598513,52.5204460967,55.5092936803,58.4981412639,61.4869888476,61.4869888476,61.4869888476,61.4869888476,61.4869888476,61.4869888476
Mongolia,MNG,Forest area (% of land area),AG.LND.FRST.ZS,8.069208785,8.0164911558,7.9637735266,7.9110558974,7.8583382682,7.805620639,7.7529030099,7.7001853807,7.6474677515,7.5947501223,7.5420324931,7.4893792322,7.4367259713,7.3840727104,7.3314194495,7.2787661886,7.5016349546,7.7245037205,7.9473724864,8.1702412523,8.3931100183,8.3304925462,8.267875074,8.2052576019,8.1426401298,8.0800226576
Northern Mariana Islands,MNP,Forest area (% of land area),AG.LND.FRST.ZS,,72.6956521739,72.347826087,72,71.6304347826,71.2826086957,70.9130434783,70.5652173913,70.1956521739,69.847826087,69.4782608696,69.1304347826,68.7826086957,68.4130434783,68.0652173913,67.6956521739,67.347826087,66.9782608696,66.6304347826,66.2608695652,65.9130434783,65.5434782609,65.1956521739,64.847826087,64.4782608696,64.1304347826
Mozambique,MOZ,Forest area (% of land area),AG.LND.FRST.ZS,55.1616266945,54.8831353798,54.6046440652,54.3261527506,54.0476614359,53.7691701213,53.4906788067,53.2121874921,52.9336961774,52.6552048628,52.3767135482,52.094661614,51.8126096798,51.5305577456,51.2485058114,50.9664538773,50.684910603,50.4033673288,50.1218240545,49.8402807803,49.558737506,49.2962689794,49.0338004527,48.771331926,48.5088633994,48.2463948727
Mauritania,MRT,Forest area (% of land area),AG.LND.FRST.ZS,0.4026389832,0.3931308819,0.3836227806,0.3741146793,0.3646065781,0.3550984768,0.3455903755,0.3360822742,0.3265741729,0.3170660716,0.3075579703,0.2978558261,0.288153682,0.2784515378,0.2687493936,0.2590472494,0.2541961774,0.2493451053,0.2444940332,0.2396429611,0.234791889,0.2313961385,0.2280003881,0.2246046376,0.2212088872,0.2178131367
Mauritius,MUS,Forest area (% of land area),AG.LND.FRST.ZS,20.2463054187,20.2857142857,20.3251231527,20.3645320197,20.4039408867,20.4433497537,20.4827586207,20.5221674877,20.5615763547,20.6009852217,20.6403940887,20.275862069,19.9113300493,19.5467980296,19.1822660099,18.8177339901,18.8374384236,18.8571428571,18.8768472906,18.8965517241,18.9162561576,18.9359605911,18.9556650246,18.9753694581,18.9950738916,19.0147783251
Malawi,MWI,Forest area (% of land area),AG.LND.FRST.ZS,41.3237165889,40.9747560458,40.6257955028,40.2768349597,39.9278744166,39.5789138736,39.2299533305,38.8809927874,38.5320322444,38.1830717013,37.8341111583,37.4840899448,37.1340687314,36.784047518,36.4340263046,36.0840050912,35.7339838778,35.3839626644,35.033941451,34.6839202376,34.3338990242,34.1429783623,33.9520577005,33.7611370386,33.5702163768,33.3792957149
Malaysia,MYS,Forest area (% of land area),AG.LND.FRST.ZS,68.1053112159,67.8663825902,67.6274539644,67.3885253386,67.1495967128,66.910668087,66.6717394613,66.4328108355,66.1938822097,65.9549535839,65.7160249581,65.2893014762,64.8625779942,64.4358545123,64.0091310303,63.5824075483,64.3335869731,65.0847663978,65.8359458226,66.5871252473,67.338304672,67.3815248821,67.4247450921,67.4679653021,67.5111855121,67.5544057221
North America,NAC,Forest area (% of land area),AG.LND.FRST.ZS,35.651186795,35.6545561928,35.6579255905,35.6612949883,35.6646643861,35.6680337838,35.6714031816,35.6747725793,35.6781419771,35.6815113749,35.6790947157,35.689995552,35.7008963884,35.7117972247,35.7226980611,35.7335988974,35.774014159,35.8144294206,35.8833461799,35.9237935681,35.9642409564,35.9767622134,35.9892834705,36.0018047276,36.0143259847,36.0268472418
Namibia,NAM,Forest area (% of land area),AG.LND.FRST.ZS,10.6426654034,10.5539967691,10.4653281347,10.3766595003,10.2879908659,10.1993222315,10.1106535972,10.0219849628,9.9333163284,9.844647694,9.7559790596,9.6658528587,9.5757266577,9.4856004567,9.3954742557,9.3053480548,9.2152218538,9.1250956528,9.0349694518,8.9448432509,8.8547170499,8.7645908489,8.6744646479,8.584338447,8.494212246,8.404086045
New Caledonia,NCL,Forest area (% of land area),AG.LND.FRST.ZS,45.8971553611,45.8971553611,45.8971553611,45.8971553611,45.8971553611,45.8971553611,45.8971553611,45.8971553611,45.8971553611,45.8971553611,45.8971553611,45.8971553611,45.8971553611,45.8971553611,45.8971553611,45.8971553611,45.8971553611,45.8971553611,45.8971553611,45.8971553611,45.8971553611,45.8971553611,45.8971553611,45.8971553611,45.8971553611,45.8971553611
Niger,NER,Forest area (% of land area),AG.LND.FRST.ZS,1.5354859083,1.4867766638,1.4380674193,1.3893581748,1.3406489303,1.2919396858,1.2432304413,1.1945211968,1.1458119523,1.0971027078,1.0483934633,1.0386042473,1.0288150312,1.0190258151,1.009236599,0.999447383,0.9896581669,0.9798689508,0.9700797347,0.9602905187,0.9505013026,0.9407120865,0.9309228705,0.9211336544,0.9113444383,0.9015552222
Nigeria,NGA,Forest area (% of land area),AG.LND.FRST.ZS,18.9224502344,18.4726110873,18.0227719402,17.5729327931,17.123093646,16.6732544989,16.2234153518,15.7735762047,15.3237370577,14.8738979106,14.4240587635,13.9743294136,13.5246000637,13.0748707138,12.6251413639,12.175412014,11.7256826641,11.2759533142,10.8262239643,10.3764946144,9.9267652646,9.4770359147,9.0273065648,8.5775772149,8.127847865,7.6781185151
Nicaragua,NIC,Forest area (% of land area),AG.LND.FRST.ZS,37.5103872362,36.928702011,36.3470167858,35.7653315606,35.1836463354,34.6019611102,34.020275885,33.4385906598,32.8569054346,32.2752202094,31.6935349842,31.111849759,30.5301645338,29.9484793086,29.3667940834,28.7851088582,28.203423633,27.6217384078,27.0400531826,26.4583679575,25.8766827323,25.8766827323,25.8766827323,25.8766827323,25.8766827323,25.8766827323
Netherlands,NLD,Forest area (% of land area),AG.LND.FRST.ZS,10.2191943128,10.2636255924,10.308056872,10.3524881517,10.3969194313,10.4413507109,10.4857819905,10.5302132701,10.5746445498,10.6190758294,10.663507109,10.6931279621,10.7227488152,10.7523696682,10.7819905213,10.8116113744,10.8590047393,10.9063981043,10.9537914692,11.0109694634,11.0584049807,11.0794780546,11.0972716489,11.124962897,11.142772336,11.160581775
Norway,NOR,Forest area (% of land area),AG.LND.FRST.ZS,33.2160604526,33.2108584649,33.2056564772,33.2004544895,33.1952525017,33.190050514,33.1848485263,33.1796465386,33.1744445509,33.1692425632,33.1640405755,33.1525414448,33.1410423141,33.1295431833,33.1180440526,33.1065449219,33.1120206984,33.117496475,33.1229722515,33.128448028,33.1339238046,33.1393995811,33.1448753576,33.1503511342,33.1558269107,33.1613026872
Nepal,NPL,Forest area (% of land area),AG.LND.FRST.ZS,33.6853146853,33.0440559441,32.4027972028,31.7615384615,31.1202797203,30.479020979,29.8377622378,29.1965034965,28.5552447552,27.913986014,27.2061388211,26.837809557,26.469480293,26.101151029,25.7328217649,25.3644925009,25.3644925009,25.3644925009,25.3644925009,25.3644925009,25.3644925009,25.3644925009,25.3644925009,25.3644925009,25.3644925009,25.3644925009
Nauru,NRU,Forest area (% of land area),AG.LND.FRST.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Zealand,NZL,Forest area (% of land area),AG.LND.FRST.ZS,36.6791994227,36.8618738369,37.0445482511,37.2272226653,37.4098970795,37.5925714937,37.7752459079,37.9579203221,38.1405947362,38.3232691504,38.5059435646,38.5393642475,38.5727849303,38.6062056132,38.639626296,38.6730469788,38.6487410277,38.6244350765,38.6001291254,38.5758231742,38.551517223,38.552276784,38.553036345,38.553795906,38.5545554669,38.5553150279
OECD members,OED,Forest area (% of land area),AG.LND.FRST.ZS,30.8813572404,30.9017662655,30.9230112268,30.9439355464,30.964809587,30.9856842213,31.0066493647,31.0276062013,31.0484993698,31.0694021937,31.0803963045,31.0885944406,31.0960877029,31.1036804271,31.111905684,31.1199873165,31.1299825761,31.1393283075,31.162298097,31.1709440821,31.178991236,31.2120322393,31.2476115533,31.2800458674,31.3129022959,31.3457029526
Oman,OMN,Forest area (% of land area),AG.LND.FRST.ZS,0.0064620355,0.0064620355,0.0064620355,0.0064620355,0.0064620355,0.0064620355,0.0064620355,0.0064620355,0.0064620355,0.0064620355,0.0064620355,0.0064620355,0.0064620355,0.0064620355,0.0064620355,0.0064620355,0.0064620355,0.0064620355,0.0064620355,0.0064620355,0.0064620355,0.0064620355,0.0064620355,0.0064620355,0.0064620355,0.0064620355
Other small states,OSS,Forest area (% of land area),AG.LND.FRST.ZS,27.7832803886,27.683081,27.5862496776,27.4878656607,27.4827919271,27.3840727716,27.2853585366,27.1866443015,27.0879251461,26.9892158315,26.890496676,26.7884955748,26.6864895531,26.5843527243,26.5041651319,26.4019504816,26.3162845119,26.2304893711,26.1446950753,26.0590299493,25.973344167,25.9779140742,25.9825193972,25.9871581734,25.9917841503,25.9964130754
Pakistan,PAK,Forest area (% of land area),AG.LND.FRST.ZS,3.278071814,3.2247561229,3.1714404317,3.1181247406,3.0648090494,3.0114933582,2.9581776671,2.9048619759,2.8515462848,2.7982305936,2.7449149024,2.6893939394,2.6338729763,2.5783520133,2.5228310502,2.4673100872,2.4115296804,2.3557492736,2.2999688667,2.2441884599,2.1884080531,2.1326276463,2.0768472395,2.0210668327,1.9652864259,1.9095060191
Panama,PAN,Forest area (% of land area),AG.LND.FRST.ZS,67.7966101695,67.5638956147,67.33118106,67.0984665052,66.8657519505,66.6330373957,66.400322841,66.1676082863,65.9348937315,65.7021791768,65.469464622,65.2407855798,65.0121065375,64.7834274953,64.5547484531,64.3260694108,64.1027710519,63.879472693,63.6561743341,63.4328759752,63.2095776164,62.9889695991,62.7683615819,62.5477535647,62.3271455475,62.1065375303
Peru,PER,Forest area (% of land area),AG.LND.FRST.ZS,60.87578125,60.7371875,60.59859375,60.46,60.32140625,60.1828125,60.04421875,59.905625,59.76703125,59.6284375,59.48984375,59.393125,59.29640625,59.1996875,59.10296875,59.00625,58.89421875,58.7821875,58.67015625,58.558125,58.44609375,58.31515625,58.18421875,58.05328125,57.92234375,57.79140625
Philippines,PHL,Forest area (% of land area),AG.LND.FRST.ZS,21.9841030285,22.1424019854,22.3007009424,22.4589998994,22.6172988564,22.7755978133,22.9338967703,23.0921957273,23.2504946842,23.4087936412,23.5670925982,23.5986182379,23.6301438777,23.6616695174,23.6931951571,23.7247207969,23.5677633565,23.4108059161,23.2538484757,23.0968910353,22.9399335949,23.7448435456,24.5497534963,25.354663447,26.1595733977,26.9644833484
Palau,PLW,Forest area (% of land area),AG.LND.FRST.ZS,,83.2608695652,83.5652173913,83.8695652174,84.1956521739,84.5,84.8043478261,85.1304347826,85.4347826087,85.7391304348,86.0652173913,86.3695652174,86.6739130435,87,87.3043478261,87.6086956522,87.6086956522,87.6086956522,87.6086956522,87.6086956522,87.6086956522,87.6086956522,87.6086956522,87.6086956522,87.6086956522,87.6086956522
Papua New Guinea,PNG,Forest area (% of land area),AG.LND.FRST.ZS,74.2547365632,74.2487744557,74.2428123482,74.2368502407,74.2308881332,74.2249260257,74.2189639182,74.2130018107,74.2070397032,74.2010775957,74.1951154882,74.1889325619,74.1827496356,74.1765667094,74.1703837831,74.1642008568,74.1584595681,74.1527182794,74.1469769907,74.141235702,74.1354944133,74.129311487,74.1231285607,74.1169456344,74.1107627081,74.1045797818
Poland,POL,Forest area (% of land area),AG.LND.FRST.ZS,28.9953965196,29.0535113781,29.1116262366,29.169741095,29.2278559535,29.285970812,29.3440856704,29.4022005289,29.4603153874,29.5184302458,29.5765451043,29.6686147115,29.7606843188,29.8576280042,29.9409133941,30.032970979,30.1181770697,30.2024027161,30.2886059419,30.3748204258,30.459057072,30.5332593149,30.6034876886,30.6737206492,30.7449622783,30.8142003331
Pre-demographic dividend,PRE,Forest area (% of land area),AG.LND.FRST.ZS,29.8132210765,29.6668680127,29.5205144506,29.3067617181,29.1609179689,29.0150747156,28.8692309664,28.7233877131,28.5775439639,28.4317007106,28.2858569614,28.1560046949,28.0261519324,27.8962996658,27.7664469034,27.6365946368,27.49667623,27.3567583191,27.2168399123,27.0810175337,26.9401293937,26.4534185719,26.3219605578,26.1904965458,26.0590385644,25.9275810788
Puerto Rico,PRI,Forest area (% of land area),AG.LND.FRST.ZS,32.3562570462,34.1950394589,36.0338218715,37.8726042841,39.7113866967,41.5501691094,43.3878241263,45.2266065389,47.0653889515,48.9041713641,50.7429537768,51.03156708,51.3190529876,51.6076662909,51.8951521984,52.1837655017,52.5569334837,52.9301014656,53.3021420519,53.6753100338,54.0484780158,54.4216459977,54.7948139797,55.166854566,55.5400225479,55.9131905299
"Korea, Dem. People’s Rep.",PRK,Forest area (% of land area),AG.LND.FRST.ZS,68.1089610497,67.0558923677,66.0028236857,64.9497550037,63.8966863217,62.8436176397,61.7905489577,60.7374802757,59.6844115937,58.6313429117,57.5782742297,56.5252055477,55.4721368657,54.4190681837,53.3659995017,52.3129308197,51.2615231293,50.2101154389,49.1587077485,48.1073000581,47.0558923677,46.0011626941,44.9464330205,43.8917033469,42.8369736733,41.7822439997
Portugal,PRT,Forest area (% of land area),AG.LND.FRST.ZS,37.5519125683,37.450273224,37.3486338798,37.2469945355,37.1453551913,37.043715847,36.9420765027,36.8404371585,36.7387978142,36.6371584699,36.5355191257,36.4327868852,36.3300546448,36.2273224044,36.1245901639,36.0336722423,35.9090412157,35.7844101891,35.6597791626,35.4885904575,35.3641227208,35.2396549842,35.1151872475,34.9868995633,34.8605425468,34.7357160011
Paraguay,PRY,Forest area (% of land area),AG.LND.FRST.ZS,53.251950667,52.8016612132,52.3513717594,51.9010823056,51.4507928517,51.0005033979,50.5502139441,50.0999244903,49.6496350365,49.1993455827,48.7490561289,48.299521772,47.8499874151,47.4004530581,46.9509187012,46.5013843443,45.7337024918,44.9660206393,44.1983387868,43.4306569343,42.6629750818,41.8439466398,41.0249181978,40.2058897559,39.3868613139,38.5678328719
West Bank and Gaza,PSE,Forest area (% of land area),AG.LND.FRST.ZS,1.5083056478,1.5083056478,1.5083056478,1.5083056478,1.5083056478,1.5083056478,1.5083056478,1.5083056478,1.5083056478,1.5083056478,1.5083056478,1.511627907,1.5149501661,1.5166112957,1.5199335548,1.523255814,1.523255814,1.523255814,1.523255814,1.523255814,1.523255814,1.523255814,1.523255814,1.523255814,1.523255814,1.523255814
Pacific island small states,PSS,Forest area (% of land area),AG.LND.FRST.ZS,61.5502704423,62.0693146417,62.091588785,62.1137071651,62.1359813084,62.1580996885,62.1802180685,62.2024922118,62.2246105919,62.2468847352,62.2691588785,62.2398753894,62.2109034268,62.1819314642,62.1529595016,62.1236760125,62.023364486,61.9228971963,61.8224299065,61.7221183801,61.6218068536,61.6107476636,61.5995327103,61.5884735202,61.5774143302,61.5663551402
Post-demographic dividend,PST,Forest area (% of land area),AG.LND.FRST.ZS,31.1255644836,31.1534460446,31.1805996565,31.2083323264,31.236003906,31.2636758211,31.2913782802,31.3191408813,31.3469033428,31.3746064424,31.3911284252,31.4044396279,31.4198218332,31.4324334455,31.4458237872,31.4590375346,31.4705752957,31.4814794579,31.5073944108,31.5175704671,31.5269795716,31.5553572283,31.5874516543,31.6179247335,31.6468505692,31.6754967092
French Polynesia,PYF,Forest area (% of land area),AG.LND.FRST.ZS,15.0273224044,16.393442623,17.7595628415,19.1256830601,20.4918032787,21.8579234973,23.2240437158,24.5901639344,25.956284153,27.3224043716,28.6885245902,30.0546448087,31.4207650273,32.7868852459,34.1530054645,35.5191256831,36.8852459016,38.2513661202,39.6174863388,40.9836065574,42.349726776,42.349726776,42.349726776,42.349726776,42.349726776,42.349726776
Qatar,QAT,Forest area (% of land area),AG.LND.FRST.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Romania,ROU,Forest area (% of land area),AG.LND.FRST.ZS,27.7785044692,27.7630088033,27.7608297743,27.7586507452,27.7504248181,27.750664517,27.7448588358,27.741471703,27.7320440786,27.7286585366,27.7132036045,27.7349701798,27.7374168008,27.7495107632,27.7652173913,27.789372989,27.8972084529,28.0160076558,28.122662027,28.210901504,28.3199304499,28.6058130947,28.9253108425,29.2248837108,29.5192976356,29.8200625869
Russian Federation,RUS,Forest area (% of land area),AG.LND.FRST.ZS,49.356465395,49.356465395,49.3603470419,49.3736477934,49.390210685,49.4010518745,49.4042640231,49.4041279348,49.3980807384,49.3782924744,49.4018499097,49.3987218903,49.3913719237,49.3854091758,49.3788134346,49.3724891477,49.4609830172,49.5384735623,49.6185998912,49.6960945529,49.7735892145,49.7710844624,49.7685797103,49.7660749582,49.763570206,49.7610654539
